COURSES_ID,CRS_NAME,CRS_SUBJECT,CRS_NO,CRS_TITLE,CS_DEPARTMENT1,CRS_MIN_CRED,CRS_MAX_CRED,CRS_PREREQS,eqryCourseLocations_POS1.CRS_LOCATIONS,eqryCourseLocations_POS2.CRS_LOCATIONS,eqryCourseLocations_POS3.CRS_LOCATIONS,eqryCourseType_POS1.CRS_COURSE_TYPES,eqryCourseType_POS2.CRS_COURSE_TYPES,eqryCourseType_POS3.CRS_COURSE_TYPES,eqryCourseType_POS4.CRS_COURSE_TYPES,eqryCourseType_POS5.CRS_COURSE_TYPES
1937,SP-125,SP,125,Introduction to Hispanic Literature,ML,4,,,MAIN,,,RIL,,,,
1938,SP-196,SP,196,Spanish Capstone,ML,4,,,MAIN,,,,,,,
1940,FR-110,FR,110,Chivalric Tradition in French Literature,ML,4,,,MAIN,,,,,,,
1941,CHM-121,CHM,121,Introductory Analytical Chem w/ Lab,CHM,4,,,MAIN,,,WSI,,,,
1942,CHM-195,CHM,195,Seminar,CHM,1,,,MAIN,,,IMD,,,,
1943,COM-191SS,COM,191SS,Senior Capstone Internship,,2,8,,MAIN,,,SS,,,,
1944,CHM-122,CHM,122,Advanced Analytical Chemistry w/Lab,CHM,2,,,MAIN,,,WSI,,,,
1945,HIS-73,HIS,73,Civil War & Reconstruct Amer,,4,,,MAIN,,,,,,,
1946,HIS-173,HIS,173,Civil War & Reconstruct Amer,HIS,4,,,MAIN,,,TH,,,,
1948,PEA-042A,PEA,042A,Body Mapping & Repetitive Motion Injury,,1,,,MAIN,,,PEA,,,,
1949,IS-031H,IS,031H,Calls Worth Answering,IS,1,,,MAIN,,,,,,,
195,EB-161,EB,161,International Marketing,EB,4,,Y,MAIN,,,,,,,
1950,IS-032H,IS,032H,"The Global, Local Church",,1,,,MAIN,,,,,,,
1951,IS-033H,IS,033H,Interpersonal Relationships,IS,1,,,MAIN,,,,,,,
1952,IS-034H,IS,034H,Stewardship,,1,,,MAIN,,,,,,,
1953,IS-035H,IS,035H,Encountering Creation,IS,1,,,MAIN,,,,,,,
1954,IS-036H,IS,036H,ASP/Honors: Topics Chosen By Instructor,IS,1,,,MAIN,,,,,,,
1955,IS-039H,IS,039H,Augustinian Seminar: Topics,,1,,,MAIN,,,,,,,
1956,MUA-094,MUA,094,Topics:,MU,1,4,,,,,,,,,
1957,EB-080,EB,080,Principles of Management,EB,4,,,MAIN,,,,,,,
1959,PEA-078A,PEA,078A,Zumba,KNS,1,,,MAIN,,,PEA,,,,
196,EB-170,EB,170,Auditing,EB,4,,Y,MAIN,,,,,,,
1960,EB-107,EB,107,Business At The Bottom of The Pyramid,EB,4,,,MAIN,SBD,,SS,TG,,,
1961,EB-191,EB,191,Entrepreneurship & New Venture Develop,EB,4,,,MAIN,SBD,,PP,WSI,TG,,
1962,EB-140,EB,140,Seminar in Executive Leadership,EB,4,,,MAIN,,,WSI,,,,
1963,EB-192,EB,192,Change and Innovation,EB,4,,,MAIN,SBD,,PP,WSI,,,
1964,IS-009,IS,009,Arabic II,IS,4,,,MAIN,,,MFL,,,,
1966,SP-110,SP,110,Hispanic Cultures: Spain,,4,,,MAIN,,,WSI,,,,
1967,EB-160,EB,160,Principles of Marketing,EB,4,,,MAIN,,,WSI,,,,
1968,IS-052,IS,052,Fundamentals of Language Diction,,2,,,MAIN,,,,,,,
1970,MUA-065,MUA,065,Instrument Studio,,1,,,MAIN,,,,,,,
1972,MU-124,MU,124,Survey of Vocal Literature,,1,,,MAIN,,,,,,,
1973,ART-199,ART,199,Major Honors,,1,4,,MAIN,,,PP,,,,
1974,FR-199,FR,199,Major Honors,,2,4,,MAIN,,,PP,,,,
1975,MU-199,MU,199,Major Honors,,2,4,,MAIN,,,PP,,,,
1976,CHM-004,CHM,004,"Chemistry, Culture & Society",CHM,4,,,MAIN,,,EPS,QAR,,,
1977,MA-198,MA,198,Mathematics Research,MA,1,4,,MAIN,,,,,,,
1979,PSY-118,PSY,118,Marriage 101: Learning to Love Well,,4,,,MAIN,,,,,,,
198,EB-184,EB,184,"Globalization: Econ Hist, Controv & Pros",EB,4,,Y,MAIN,,,TG,,,,
1980,ENG-046,ENG,046,Survey of British Literature to 1800,ENG,4,,,MAIN,,,LIT,TH,,,
1981,ENG-130,ENG,130,Major American Writers to 1865,ENG,4,,,MAIN,,,WSI,LIT,ENGN,TH,
1982,IS-060,IS,060,Emmaus Road Orientation,IS,1,,,MAIN,,,,,,,
1983,ENG-134,ENG,134,Ethnicity & Race in American Literature,ENG,4,,,MAIN,URB,,WSI,RIL,LIT,,
1984,IS-018,IS,018,Conflict and Peacemaking in 20th Century,IS,4,,,NEUR,,,TH,PR,,,
1985,PHY-105,PHY,105,Computational Physics,,2,,,MAIN,,,,,,,
1986,TA-196,TA,196,Senior Seminar: Launchpad,TA,4,,,MAIN,,,,,,,
1988,ENV-001,ENV,001,Introduction to Environmental Studies,BIO,4,,,MAIN,,,,,,,
1989,ENV-190,ENV,190,Environmental Studies Internship,BIO,1,4,,MAIN,URB,,,,,,
199,EB-185,EB,185,International Trade & Finance,,3,,Y,MAIN,,,,,,,
1990,HB-101,HB,101,Intermediate Hebrew,,4,,,MAIN,,,,,,,
1992,RS-132,RS,132,Theology in Film,,4,,,MAIN,,,,,,,
1993,RS-162,RS,162,Religion and Filmmaking,,4,,,MAIN,,,,,,,
1994,ENG-002ENV,ENG,002ENV,Composition: Environment,ENG,4,,,MAIN,,,WLA,WSI,,,
1995,ENG-6ENV,ENG,6ENV,Studies in Literature (Envnt),,4,,,MAIN,,,RIL,WSI,LIT,,
1996,ENG-006ENV,ENG,006ENV,Studies in Lit: Environment,ENG,4,,,MAIN,,,RIL,WSI,LIT,,
20,SOC-001,SOC,001,Introduction to Sociology,SOC,4,,,MAIN,,,US,,,,
200,EB-186,EB,186,Seminar on International Business Policy,EB,3,,Y,MAIN,,,,,,,
201,EB-187,EB,187,Comparative Economic Systems,,3,,Y,MAIN,,,,,,,
207,EB-195,EB,195,Senior Seminar,EB,1,,Y,MAIN,,,IMD,,,,
208,EB-009,EB,009,"Society, Morality & Enterprise",EB,4,,,MAIN,,,PR,,,,
209,ED-100,ED,100,Explorations in Teaching: Elem,ED,4,,,MAIN,,,WSI,SS,,,
211,ED-105,ED,105,Perspectives on Cultural Div & Education,ED,4,,,MAIN,,,TG,WSI,,,
212,ED-109,ED,109,Liberal Studies Seminar,ED,1,,,MAIN,,,IMD,,,,
216,ED-172,ED,172,Literature for Children & Adolescents,ED,4,,,MAIN,,,,,,,
220,ED-151,ED,151,"Curri., Manag., & Instruc: Sec",ED,2,,,MAIN,,,,,,,
224,ED-181,ED,181,Topics in Education: Secondary,ED,1,4,,MAIN,,,,,,,
226,ED-191,ED,191,Student Teaching: Secondary,ED,12,,,MAIN,,,,,,,
227,ED-195,ED,195,Student Teaching Seminar-Elementary,ED,3,,,MAIN,,,,,,,
228,ENG-002,ENG,002,Composition,ENG,4,,,MAIN,,,WLA,WSI,,,
230,ENG-006,ENG,006,Studies in Literature,ENG,4,,,MAIN,,,RIL,WSI,LIT,,
234,ENG-047,ENG,047,Survey of British Lit 1800-Present,ENG,4,,,MAIN,,,LIT,ENGH,,,
235,ENG-087,ENG,087,Introduction to Journalism,ENG,4,,Y,MAIN,,,WSI,,,,
236,ENG-090,ENG,090,Methods of Reading,ENG,4,,Y,MAIN,,,WSI,LIT,ENGIM,,
237,ENG-101,ENG,101,Film Studies,ENG,4,,Y,MAIN,,,WSI,,,,
240,ENG-105,ENG,105,History & Structure of English,,4,,Y,MAIN,,,,,,,
242,ENG-117,ENG,117,Shakespeare,ENG,4,,Y,MAIN,,,WSI,LIT,,,
243,ENG-121,ENG,121,Romantic Literature 1798-1832,ENG,4,,Y,MAIN,,,WSI,LIT,,,
244,ENG-122,ENG,122,Victorian Literature 1832-1900,ENG,4,,Y,MAIN,,,WSI,LIT,,,
246,ENG-131,ENG,131,Major American Writers 1865-1914,ENG,4,,,MAIN,,,WSI,LIT,ENGN,,
247,ENG-132,ENG,132,Major American Writers 1914-1945,ENG,4,,,MAIN,,,WSI,LIT,ENGN,,
248,ENG-133,ENG,133,Major Amer Writers: Special Topics,ENG,4,,Y,MAIN,,,WSI,LIT,ENGN,,
25,PSY-141,PSY,141,Fndmntls of Clinical & Counseling Psych,PSY,4,,Y,MAIN,,,,,,,
251,ENG-135,ENG,135,Faulkner,ENG,4,,Y,MAIN,,,WSI,LIT,ENGA,ENGN,
252,ENG-136,ENG,136,Jewish-American Literature,ENG,4,,,MAIN,,,WSI,LIT,SS,,
254,ENG-151,ENG,151,Milton and The Early 17th Century,ENG,4,,Y,MAIN,,,WSI,LIT,ENGE,ENGA,
255,ENG-152,ENG,152,Chaucer & Medieval Literature,ENG,4,,Y,MAIN,,,WSI,LIT,ENGE,ENGA,
256,ENG-158,ENG,158,Lit of The Eng Renaissance 1485-1600,ENG,4,,Y,MAIN,,,WSI,LIT,,,
257,ENG-160,ENG,160,Women Writers,ENG,4,,,MAIN,,,WSI,LIT,,,
259,ENG-166,ENG,166,Neoclassic Literature 1660-1798,ENG,4,,Y,MAIN,,,WSI,LIT,ENGE,,
260,ENG-170,ENG,170,British Novel 1700-Present,ENG,4,,Y,MAIN,ENG,,WSI,LIT,,,
261,ENG-181,ENG,181,Twentieth-Century Poetry,ENG,4,,Y,MAIN,,,WSI,LIT,,,
262,ENG-182,ENG,182,Modern & Contemporary Fiction,ENG,4,,Y,MAIN,,,WSI,LIT,,,
263,ENG-183,ENG,183,Modern and Contemporary Drama,ENG,4,,Y,MAIN,,,WSI,LIT,,,
267,ENG-197,ENG,197,Comprehensive Examination,ENG,2,,,MAIN,,,IMD,LIT,,,
268,ENG-199,ENG,199,Major Honors,ENG,2,4,,MAIN,,,WSI,PP,,,
278,FR-101,FR,101,Survey of French Lit I: Middle Ages-1800,ML,4,,Y,MAIN,,,RIL,WSI,MFL,,
279,FR-102,FR,102,Survey of French Lit II 1800-Present,ML,4,,Y,MAIN,,,RIL,WSI,MFL,,
280,FR-103,FR,103,French Theatre of The 17th Century,ML,4,,Y,MAIN,,,RIL,WSI,MFL,,
281,FR-104,FR,104,French Novel of The 19th Century,ML,4,,Y,MAIN,,,RIL,WSI,,,
282,FR-105,FR,105,French Literature of The 20th Century,ML,4,,Y,MAIN,,,RIL,WSI,MFL,,
285,FR-195,FR,195,Seminar,,2,4,Y,MAIN,,,,,,,
296,KNS-072,KNS,072,Foundations,KNS,2,,,MAIN,,,WSI,,,,
298,BIO-012,BIO,012,Human Physiology w/ Lab,BIO,4,,,MAIN,,,ELS,,,,
302,KNS-110,KNS,110,Cardiovascular Dynamics,KNS,3,,Y,MAIN,,,,,,,
307,KNS-152,KNS,152,Therapeutic Exercise & Modalities,KNS,2,,Y,MAIN,,,,,,,
308,KNS-153,KNS,153,Dance Theory & Technique,KNS,2,,,MAIN,,,,,,,
309,KNS-155,KNS,155,Fundamentals of Movement,KNS,2,,,MAIN,,,,,,,
311,KNS-157,KNS,157,Psychology and Sociology of Movement,KNS,4,,,MAIN,,,,,,,
313,KNS-160,KNS,160,Strength & Conditioning,KNS,3,,Y,MAIN,,,,,,,
315,KNS-166,KNS,166,Public Speaking in Kinesiology,KNS,4,,,MAIN,,,WSI,,,,
318,PEA-032,PEA,032,Fitness for Life,KNS,1,,,MAIN,,,PEF,,,,
319,PEA-010,PEA,010,Water Polo,,1,,,MAIN,,,PEA,,,,
32,TA-010,TA,010,Acting I: Foundations,TA,4,,,MAIN,,,PIA,WA,,,
320,PEA-011,PEA,011,Boot Camp,KNS,1,,,MAIN,,,PEA,,,,
323,KNS-185,KNS,185,Motor Behavior,KNS,2,,Y,MAIN,,,,,,,
325,PEA-013,PEA,013,Lifeguard Training,KNS,2,,,MAIN,,,PEA,,,,
328,PEA-014,PEA,014,"Scuba, Open Water",KNS,1,,,MAIN,,,PEA,,,,
329,PEA-015,PEA,015,"Swimming, Beg/Int",KNS,1,,,MAIN,,,PEA,,,,
330,PEA-016,PEA,016,"Swimming, Advanced",KNS,1,,Y,MAIN,,,PEA,,,,
331,PEA-017,PEA,017,"Sailing, Advanced",,1,,Y,MAIN,,,PEA,,,,
332,MA-001,MA,001,Basic Mathematics,,4,,,MAIN,,,,,,,
334,PEA-018,PEA,018,Synchronized Swimming,,1,,,MAIN,,,PEA,,,,
335,PEA-019,PEA,019,Water Safety Instruction,,1,,,MAIN,,,PEA,,,,
336,MA-007,MA,007,Finite Mathematics,,4,,Y,MAIN,,,RA,QAR,,,
337,MA-009,MA,009,Calculus I,MA,4,,Y,MAIN,,,RA,QAR,,,
339,PEA-022,PEA,022,"Sailing, Intermediate",KNS,1,,Y,MAIN,,,PEA,,,,
340,MA-010,MA,010,Calculus II,MA,4,,Y,MAIN,,,RA,QAR,,,
341,PEA-023,PEA,023,Outrigger Canoeing,KNS,1,,,MAIN,,,PEA,,,,
342,MA-010H,MA,010H,Calculus II Honors,MA,4,,Y,MAIN,,,RA,QAR,,,
344,MA-015,MA,015,Discrete Mathematics,MA,4,,Y,MAIN,,,RA,QAR,,,
345,MA-019,MA,019,Multivariable Calculus,MA,4,,Y,MAIN,,,RA,QAR,,,
346,MA-020,MA,020,Linear Algebra,MA,4,,Y,MAIN,,,,,,,
347,MA-040,MA,040,Differential Equations,MA,4,,Y,MAIN,,,,,,,
349,MA-108,MA,108,Mathematical Analysis,MA,4,,Y,MAIN,,,WSI,,,,
351,MA-110,MA,110,Modern Algebra,MA,4,,Y,MAIN,,,WSI,,,,
352,MA-111,MA,111,Advanced Modern Algebra,MA,4,,Y,MAIN,,,,,,,
353,MA-121,MA,121,Introduction to Numerical Analysis,,4,,Y,MAIN,,,,,,,
354,MA-123,MA,123,Number Theory,MA,4,,Y,MAIN,,,,,,,
355,MA-130,MA,130,Probability & Statistics,MA,4,,Y,MAIN,,,,,,,
356,MA-135,MA,135,Formal Languages & Automata,MA,4,,Y,MAIN,,,,,,,
357,MA-136,MA,136,Geometry,MA,4,,Y,MAIN,,,WSI,,,,
358,MA-140,MA,140,Complex Analysis,MA,4,,Y,MAIN,,,IMD,,,,
360,MA-155,MA,155,History of Mathematics,MA,4,,Y,MAIN,,,IMD,,,,
361,MA-160,MA,160,Fundamentals of Mathematics I,MA,4,,,MAIN,,,RA,,,,
362,MA-165,MA,165,Fundamentals of Mathematics II,MA,2,,Y,MAIN,,,QAR,,,,
366,MU-012,MU,012,Principles of Music II,MU,4,,Y,MAIN,,,,,,,
368,PEA-026,PEA,026,"Dance, Folk",,1,,,MAIN,,,PEA,,,,
369,PEA-028,PEA,028,"Dance, Country Line",,1,,,MAIN,,,PEA,,,,
370,PEA-029,PEA,029,Aerobics,KNS,1,,,MAIN,,,PEA,,,,
371,PEA-030,PEA,030,Ballroom/Swing,KNS,1,,,MAIN,,,PEA,,,,
372,PEA-031,PEA,031,Fencing,KNS,1,,,MAIN,,,PEA,,,,
375,PEA-036,PEA,036,Self Defense (Women),KNS,1,,,MAIN,,,PEA,,,,
376,PEA-037,PEA,037,Weight Training (Men),KNS,1,,,MAIN,,,PEA,,,,
377,PEA-038,PEA,038,Weight Training (Women),KNS,1,,,MAIN,,,PEA,,,,
378,PEA-024,PEA,024,Weight Training (Coed),,1,,,MAIN,,,PEA,,,,
379,PEA-040,PEA,040,Shallow Water Aerobics,KNS,1,,,MAIN,,,PEA,,,,
38,CHM-005,CHM,005,General Chemistry I w/ Lab,CHM,4,,Y,MAIN,,,EPS,QAR,,,
380,MU-015,MU,015,Conducting,MU,2,,Y,MAIN,,,,,,,
381,PEA-039,PEA,039,Weight Training (Coed),KNS,1,,,MAIN,,,PEA,,,,
385,PEA-043,PEA,043,Beg/Int Badminton/pickleball,KNS,1,,,MAIN,,,PEA,,,,
386,MU-112,MU,112,Principles of Music IV,MU,4,,Y,MAIN,,,,,,,
387,PEA-045,PEA,045,"Tennis, Beg/Int",KNS,1,,,MAIN,,,PEA,,,,
389,PEA-046,PEA,046,"Tennis, Advanced",KNS,1,,Y,MAIN,,,PEA,,,,
390,PEA-048,PEA,048,"Basketball, Beg/Int",,1,,,MAIN,,,PEA,,,,
391,MU-115,MU,115,Advanced Conducting,MU,2,,Y,MAIN,,,,,,,
392,MU-117,MU,117,Orchestration and Arranging,MU,4,,Y,MAIN,,,,,,,
393,PEA-050,PEA,050,Mountain Biking,KNS,1,,,MAIN,,,PEA,,,,
394,PEA-051,PEA,051,Ultimate Frisbee/New Games,KNS,1,,,MAIN,,,PEA,,,,
396,PEA-052,PEA,052,"Golf, Beg/Int",KNS,1,,,MAIN,,,PEA,,,,
397,MU-120,MU,120,History of Western Music I,MU,4,,Y,MAIN,,,PIA,WA,,,
399,PEA-053,PEA,053,"Golf, Advanced",,1,,Y,MAIN,,,PEA,,,,
40,CHM-102,CHM,102,Organic Chemistry II w/ Lab,CHM,4,,Y,MAIN,,,,,,,
400,PEA-054,PEA,054,"Gymnastics, Beg/Int (Men)",,1,,,MAIN,,,PEA,,,,
401,PEA-055,PEA,055,"Gymnastics, Beg/Int (Women)",,1,,,MAIN,,,PEA,,,,
402,MU-122,MU,122,Music in The Worshipping Church,MU,4,,,MAIN,E-MAY,,,,,,
403,PEA-057,PEA,057,"Archery, Beg/Int",KNS,1,,,MAIN,,,PEA,,,,
404,PEA-059,PEA,059,"Soccer, Beg/Int",,1,,,MAIN,,,PEA,,,,
405,PEA-060,PEA,060,Softball,,1,,,MAIN,,,PEA,,,,
406,PEA-061,PEA,061,"Volleyball, Beg/Int",KNS,1,,,MAIN,,,PEA,,,,
408,PEA-063,PEA,063,Beach Volleyball,KNS,1,,Y,MAIN,,,PEA,,,,
409,MU-185,MU,185,Music in The Secondary Schools,MU,4,,,MAIN,,,,,,,
41,CHM-006,CHM,006,General Chemistry II w/ Lab,CHM,4,,Y,MAIN,,,,,,,
411,PEA-065,PEA,065,"Gymnastics, Adv (Coed)",,1,,,MAIN,,,PEA,,,,
412,MU-193,MU,193,Senior Recital/Project,MU,2,,,MAIN,,,PP,,,,
414,PEA-068,PEA,068,Triathlon Training,,1,,,MAIN,,,PEA,,,,
415,PEA-070,PEA,070,Ballet Basics,KNS,1,,,MAIN,,,PEA,,,,
417,PEA-072,PEA,072,Creative and Modern Dance,KNS,1,,,MAIN,,,PEA,,,,
419,PEA-074,PEA,074,Jazz Basics,KNS,1,,,MAIN,,,PEA,,,,
42,CHM-125,CHM,125,Analog & Digital Instrumental Analysis,,4,,,MAIN,,,,,,,
421,PEA-080,PEA,080,Cheerleading,,1,,,MAIN,,,PEA,,,,
422,PEA-081,PEA,081,Varsity Baseball-Men,KNS,1,,,MAIN,,,PEA,,,,
423,PEA-082,PEA,082,Varsity Basketball - Men,KNS,1,,,MAIN,,,PEA,,,,
424,PEA-083,PEA,083,Varsity Cross-Country - Men,KNS,1,,,MAIN,,,PEA,,,,
425,PEA-084,PEA,084,Varsity Cross-Country - Women,KNS,1,,,MAIN,,,PEA,,,,
426,PEA-085,PEA,085,Varsity Tennis-Men,KNS,1,,,MAIN,,,PEA,,,,
427,PEA-086,PEA,086,Varsity Tennis-Women,KNS,1,,,MAIN,,,PEA,,,,
428,PEA-087,PEA,087,Varsity Track & Field-Men,KNS,1,,,MAIN,,,PEA,,,,
429,PEA-088,PEA,088,Varsity Track & Field-Women,KNS,1,,,MAIN,,,PEA,,,,
43,CHM-131,CHM,131,Physical Chemistry II,CHM,3,,Y,MAIN,,,,,,,
430,PEA-089,PEA,089,Varsity Soccer - Men,KNS,1,,,MAIN,,,PEA,,,,
431,PEA-090,PEA,090,Varsity Soccer - Women,KNS,1,,,MAIN,,,PEA,,,,
432,PEA-091,PEA,091,Varsity Volleyball - Women,KNS,1,,,MAIN,,,PEA,,,,
433,PEA-092,PEA,092,Varsity Basketball - Women,KNS,1,,,MAIN,,,PEA,,,,
434,MUA-005,MUA,005,Preparatory Piano,MU,1,,,MAIN,,,,,,,
437,MUA-130,MUA,130,Private Composition II,MU,2,,Y,MAIN,,,PP,,,,
441,HIS-007,HIS,007,United States to 1877,HIS,4,,,MAIN,,,TH,,,,
443,HIS-008,HIS,008,United States 1877 - Present,HIS,4,,,MAIN,,,TH,,,,
449,HIS-012,HIS,012,Greece,,4,,,MAIN,,,TH,,,,
459,MUA-172,MUA,172,Chamber Singers II,MU,1,,Y,MAIN,,,PP,,,,
472,HIS-046,HIS,046,Russia: 1700 to Present,,4,,,MAIN,,,,,,,
473,HIS-083,HIS,083,Modern China and Japan,HIS,4,,,MAIN,,,TG,,,,
474,HIS-091,HIS,091,Topics in Women's History,,4,,,MAIN,,,,,,,
475,HIS-094,HIS,094,Tutorial,HIS,1,4,,MAIN,,,,,,,
483,HIS-121,HIS,121,The Medieval Mediterranean,HIS,4,,,MAIN,,,TG,TH,,,
485,LS-012,LS,012,Introduction to Life Sciences,BIO,4,,,MAIN,,,ELS,,,,
486,LS-013,LS,013,"Biology, Values & The Developing World",,4,,,MAIN,,,,,,,
487,HIS-133,HIS,133,Renaissance Europe,HIS,4,,,MAIN,,,,,,,
489,PHS-007,PHS,007,Astronomy: Discov The Universe,PHY,4,,,MAIN,,,EPS,QAR,,,
491,PHS-011,PHS,011,Introduction to Physical Sciences,PHY,4,,,MAIN,,,EPS,QAR,,,
492,PHS-017,PHS,017,Physics of Music,PHY,4,,,MAIN,,,EPS,QAR,,,
494,HIS-140,HIS,140,European Politics & Diplomacy Since 1789,HIS,4,,,MAIN,,,,,,,
496,HIS-141,HIS,141,European Society & Culture since 1789,HIS,4,,,MAIN,,,,,,,
498,HIS-142,HIS,142,European Intellectual History,HIS,4,,,MAIN,,,TH,,,,
507,HIS-156,HIS,156,France: 1500 to Present,HIS,4,,,MAIN,,,TH,WSI,,,
508,PHI-006H,PHI,006H,Philosophical Perspectives: Honors,PHI,4,,,MAIN,,,PR,,,,
509,HIS-161,HIS,161,Latin America to Independence,HIS,4,,,MAIN,,,,,,,
510,PHI-012,PHI,012,Critical Reasoning & Logic,PHI,4,,,MAIN,,,RA,,,,
511,HIS-162,HIS,162,Mod & Contemporary Latin Amer,HIS,4,,,MAIN,,,TH,,,,
512,PHI-101,PHI,101,Ancient & Medieval Philosophy,PHI,4,,Y,MAIN,,,RA,,,,
513,HIS-171,HIS,171,Colonial & Revolutionary Amer,HIS,4,,,MAIN,,,WSI,TH,,,
514,PHI-102,PHI,102,Modern & Contemporary Philosophy,PHI,4,,Y,MAIN,,,RA,,,,
517,HIS-175,HIS,175,Recent America,HIS,4,,,MAIN,,,,,,,
518,HIS-178,HIS,178,California Experience,HIS,4,,,MAIN,,,US,,,,
519,PHI-113,PHI,113,Contemporary Moral Problems,PHI,4,,Y,MAIN,,,,,,,
520,HIS-179,HIS,179,California History and Lit,,4,,,MAIN,,,,,,,
521,PHI-130,PHI,130,Philosophical Theology,PHI,4,,Y,MAIN,,,,,,,
522,HIS-180,HIS,180,"The Age of Islamic Empires, 600-1800",HIS,4,,,MAIN,,,,,,,
523,HIS-181,HIS,181,"The Modern Middle East, 1800-Present",HIS,4,,,MAIN,,,TG,,,,
527,HIS-184,HIS,184,History of Christianity-Asia,HIS,4,,,MAIN,,,,,,,
528,PHI-149,PHI,149,Philosophy of History,PHI,4,,,MAIN,,,,,,,
53,BIO-114,BIO,114,Genetics w/ Lab,BIO,4,,Y,MAIN,,,WSI,,,,
530,PHI-150,PHI,150,Topics:,PHI,2,4,,MAIN,,,,,,,
531,HIS-186,HIS,186,Modern South Asia,HIS,4,,,MAIN,,,TH,,,,
533,PHI-163,PHI,163,Philosophy of Religion,PHI,4,,Y,MAIN,,,,,,,
535,PHI-170,PHI,170,Epistemology,PHI,4,,Y,MAIN,,,,,,,
537,PHI-189,PHI,189,Aesthetics,,4,,,MAIN,,,,,,,
538,HIS-198,HIS,198,Senior Research Seminar,HIS,4,,Y,MAIN,,,IMD,WSI,,,
539,PHI-195,PHI,195,Senior Seminar,PHI,4,,,MAIN,,,WSI,IMD,,,
54,BIO-005,BIO,005,General Biology I w/ Lab,BIO,4,,Y,MAIN,,,ELS,,,,
540,POL-010,POL,010,American Government,POL,4,,,MAIN,,,US,,,,
541,PHI-194,PHI,194,Tutorial:,PHI,1,4,,MAIN,,,,,,,
543,PHY-007,PHY,007,Physics of Music,PHY,4,,,MAIN,,,EPS,QAR,,,
544,POL-020,POL,020,International Politics,POL,4,,,MAIN,,,TG,,,,
545,PHY-011,PHY,011,Physics for Life Sciences I,PHY,4,,Y,MAIN,,,EPS,QAR,,,
547,PHY-013,PHY,013,Physics for Life Sciences II,PHY,4,,Y,MAIN,,,EPS,QAR,,,
549,POL-102,POL,102,State and Community Politics,POL,4,,,MAIN,,,,,,,
55,BIO-006,BIO,006,General Biology II w/ Lab,BIO,4,,Y,MAIN,,,ELS,,,,
550,POL-103,POL,103,Governing: Doing Public Policy,POL,4,,,MAIN,,,,,,,
551,PHY-014,PHY,014,Physics for Life Sciences Lab,PHY,1,,,MAIN,,,,,,,
554,PHY-021,PHY,021,General Physics I,PHY,4,,,MAIN,,,EPS,QAR,,,
555,PHY-022,PHY,022,General Physics Lab I,PHY,1,,,MAIN,,,WSI,,,,
556,PHY-024,PHY,024,General Physics Laboratory II,PHY,1,,,MAIN,,,WSI,,,,
559,PHY-040,PHY,040,Differential Equations,PHY,4,,Y,MAIN,,,,,,,
561,PHY-117,PHY,117,Exploration of the Universe,,4,,,MAIN,,,,,,,
563,POL-105,POL,105,The Presidency,POL,4,,Y,MAIN,,,,,,,
564,POL-106,POL,106,Presidential Election Politics,POL,4,,,MAIN,,,,,,,
566,POL-111,POL,111,American Foreign Policy,POL,4,,Y,MAIN,,,,,,,
567,POL-112,POL,112,International Org and Law,POL,4,,Y,MAIN,,,WSI,PP,,,
570,POL-123,POL,123,Comparative For & Sec Pol,POL,4,,Y,MAIN,,,,,,,
573,PHY-122,PHY,122,Quantum Mechanics II,PHY,4,,Y,MAIN,,,,,,,
574,POL-124,POL,124,International Development,POL,4,,Y,MAIN,,,TG,,,,
575,PHY-130,PHY,130,Mechanics,PHY,4,,Y,MAIN,,,,,,,
576,POL-126,POL,126,"Sex, Gender and Power",POL,4,,,MAIN,,,TG,,,,
577,PHY-131,PHY,131,Classical Mechanics,PHY,4,,Y,MAIN,,,,,,,
578,POL-130,POL,130,Classical Political Theory,POL,4,,Y,MAIN,,,TH,WSI,,,
579,PHY-135,PHY,135,Materials Science,,4,,Y,MAIN,,,,,,,
580,PHY-142,PHY,142,Circuits & Electronics,PHY,4,,Y,MAIN,,,,,,,
581,PHY-143,PHY,143,Electronics Laboratory,PHY,1,,,MAIN,,,,,,,
582,PHY-151,PHY,151,Electromagnetic Waves & Optics,PHY,4,,,MAIN,,,,,,,
584,POL-131,POL,131,Modern Political Theory,POL,4,,Y,MAIN,,,WSI,,,,
586,PHY-155,PHY,155,Topics:,PHY,4,,Y,MAIN,,,,,,,
587,POL-133,POL,133,Contemporary Political Theory,POL,4,,Y,MAIN,,,,,,,
589,POL-150,POL,150,Seminar,POL,4,,,MAIN,,,,,,,
592,PHY-170,PHY,170,Advanced Physics Laboratory,PHY,1,,Y,MAIN,,,,,,,
598,PHY-194,PHY,194,Tutorial:,PHY,1,4,,MAIN,,,,,,,
601,PSY-111,PSY,111,History and Systems of Psychology,PSY,4,,Y,MAIN,,,,,,,
604,PSY-120,PSY,120,Cognitive Psychology w/ Lab,PSY,4,,Y,MAIN,,,WSI,,,,
606,GRK-001,GRK,001,Elementary Greek I,RS,4,,,MAIN,,,MFL,,,,
607,GRK-002,GRK,002,Elementary Greek II,RS,4,,Y,MAIN,,,MFL,,,,
609,PSY-124,PSY,124,Sensation & Perception w/ Lab,PSY,4,,Y,MAIN,,,,,,,
613,PSY-131,PSY,131,Abnormal Psychology,PSY,4,,Y,MAIN,,,,,,,
